id;time;x;y;z
65;1708625493445;-0.067896344;0.34456646;9.938888
66;1708625493645;-0.072681986;0.34127632;9.935897
67;1708625493845;-0.06759724;0.34576288;9.934701
68;1708625494046;-0.06909275;0.34546378;9.934999
69;1708625494245;-0.070289165;0.34456646;9.935597
70;1708625494445;-0.06819545;0.3487539;9.931709
71;1708625494644;-0.068793654;0.34486556;9.932307
72;1708625494845;-0.069391854;0.34785658;9.931411
73;1708625495050;-0.069391854;0.3487539;9.927821
74;1708625495245;-0.06699903;0.34666017;9.926624
75;1708625495445;-0.06969096;0.34666017;9.926924
76;1708625495644;-0.06999006;0.3475575;9.930214
77;1708625495844;-0.07088737;0.34456646;9.927223
78;1708625496045;-0.06580263;0.34157544;9.919446
79;1708625496246;-0.07088737;0.35832518;9.928719
80;1708625496444;-0.0735793;0.35264224;9.927821
81;1708625496643;-0.068793654;0.35264224;9.922438
82;1708625496844;-0.06969096;0.35174492;9.923933
83;1708625497043;-0.07178468;0.3505485;9.923335
84;1708625497244;-0.06909275;0.35204405;9.919446
85;1708625497448;-0.071186475;0.35473597;9.91825
86;1708625497643;-0.06849455;0.35114673;9.920941
87;1708625497844;-0.07328019;0.3505485;9.920045
88;1708625498044;-0.0741775;0.35084763;9.917353
89;1708625498244;-0.06969096;0.35353956;9.917951
90;1708625498444;-0.07058827;0.35174492;9.915558
91;1708625498643;-0.07148558;0.35114673;9.917053
92;1708625498843;-0.070289165;0.35204405;9.918549
93;1708625499042;-0.070289165;0.3502494;9.916755
94;1708625499244;-0.07208378;0.3502494;9.914362
95;1708625499443;-0.06999006;0.35084763;9.912866
96;1708625499643;-0.07148558;0.35204405;9.917053
97;1708625499843;-0.07178468;0.35114673;9.9140625
98;1708625500043;-0.06969096;0.34785658;9.91825
99;1708625500244;-0.06819545;0.35144582;9.912866
100;1708625500443;-0.066400826;0.35144582;9.916455
101;1708625500642;-0.070289165;0.3487539;9.917053
102;1708625500843;-0.06999006;0.3484548;9.9140625
103;1708625501043;-0.06759724;0.35144582;9.912567
104;1708625501241;-0.07088737;0.35623148;9.915558
105;1708625501443;-0.07328019;0.34666017;9.912866
106;1708625501643;-0.07627122;0.35383865;9.917651
107;1708625501842;-0.06580263;0.35473597;9.9140625
108;1708625502043;-0.0735793;0.35682967;9.91496
109;1708625502243;-0.07477571;0.35832518;9.91496
110;1708625502442;-0.07537391;0.35473597;9.915857
111;1708625502642;-0.07238288;0.35473597;9.915857
112;1708625502842;-0.06909275;0.35234314;9.912866
113;1708625503041;-0.0735793;0.35174492;9.9140625
114;1708625503242;-0.06729814;0.34666017;9.9140625
115;1708625503442;-0.068793654;0.3469593;9.909277
116;1708625503641;-0.070289165;0.34426737;9.913165
117;1708625503842;-0.06699903;0.3505485;9.913465
118;1708625504042;-0.0738784;0.35413775;9.916455
119;1708625504241;-0.07178468;0.35174492;9.916455
120;1708625504442;-0.07238288;0.3505485;9.9140625
121;1708625504641;-0.072681986;0.35234314;9.913465
122;1708625504841;-0.06909275;0.35324043;9.910772
123;1708625505040;-0.07178468;0.35174492;9.916455
124;1708625505242;-0.07058827;0.35084763;9.912268
125;1708625505440;-0.07208378;0.35174492;9.91496
126;1708625505641;-0.07058827;0.35383865;9.913165
127;1708625505841;-0.07088737;0.3487539;9.913165
128;1708625506041;-0.067896344;0.349053;9.91167
129;1708625506241;-0.072681986;0.34965122;9.910473
130;1708625506441;-0.070289165;0.349053;9.915558
131;1708625506640;-0.072681986;0.3505485;9.91466
132;1708625506841;-0.07088737;0.35114673;9.915857
133;1708625507041;-0.070289165;0.3505485;9.913465
134;1708625507241;-0.07088737;0.35353956;9.915258
135;1708625507441;-0.0738784;0.35084763;9.915857
136;1708625507640;-0.069391854;0.35473597;9.912866
137;1708625507840;-0.07537391;0.3493521;9.913763
138;1708625508040;-0.0735793;0.35204405;9.911968
139;1708625508241;-0.07447661;0.35353956;9.91496
140;1708625508440;-0.07208378;0.35503507;9.9140625
141;1708625508639;-0.06999006;0.35084763;9.913763
142;1708625508839;-0.072681986;0.35234314;9.910473
143;1708625509039;-0.0735793;0.35174492;9.913465
144;1708625509240;-0.071186475;0.35084763;9.912866
145;1708625509440;-0.07088737;0.34785658;9.912866
146;1708625509639;-0.0738784;0.35234314;9.912866
147;1708625509839;-0.07148558;0.35294133;9.91167
148;1708625510040;-0.072681986;0.35443684;9.910772
149;1708625510239;-0.0735793;0.35144582;9.910174
150;1708625510439;-0.07088737;0.35204405;9.910772
151;1708625510640;-0.071186475;0.3487539;9.912268
152;1708625510839;-0.07238288;0.35324043;9.907482
153;1708625511039;-0.07447661;0.35084763;9.91137
154;1708625511239;-0.07058827;0.35174492;9.911072
155;1708625511439;-0.06969096;0.35264224;9.913763
156;1708625511639;-0.07328019;0.35443684;9.914362
157;1708625511839;-0.069391854;0.35114673;9.911072
158;1708625512039;-0.070289165;0.34965122;9.911072
159;1708625512239;-0.07058827;0.35353956;9.91137
160;1708625512439;-0.072681986;0.35084763;9.91137
161;1708625512637;-0.06969096;0.3502494;9.913165
162;1708625512838;-0.07298109;0.35174492;9.912567
163;1708625513039;-0.068793654;0.35324043;9.913763
164;1708625513239;-0.072681986;0.35473597;9.91137
165;1708625513439;-0.0735793;0.35533416;9.9140625
166;1708625513639;-0.07058827;0.35294133;9.913165
167;1708625513838;-0.07477571;0.35204405;9.912866
168;1708625514039;-0.07178468;0.35593235;9.910473
169;1708625514238;-0.06969096;0.35114673;9.910473
170;1708625514438;-0.0741775;0.3493521;9.91167
171;1708625514638;-0.07208378;0.35234314;9.913165
172;1708625514838;-0.07148558;0.35234314;9.910174
173;1708625515037;-0.07238288;0.35234314;9.912268
174;1708625515238;-0.071186475;0.35294133;9.910772
175;1708625515438;-0.0738784;0.35294133;9.911072
176;1708625515637;-0.07088737;0.35682967;9.91167
177;1708625515838;-0.07178468;0.35324043;9.908679
178;1708625516038;-0.07178468;0.35383865;9.91167
179;1708625516237;-0.06909275;0.35174492;9.909575
180;1708625516438;-0.069391854;0.35413775;9.91167
181;1708625516637;-0.0738784;0.35234314;9.912866
182;1708625516837;-0.0735793;0.35383865;9.91137
183;1708625517038;-0.07208378;0.35114673;9.90838
184;1708625517237;-0.06849455;0.35174492;9.909277
185;1708625517437;-0.07058827;0.3502494;9.910473
186;1708625517637;-0.071186475;0.35294133;9.912866
187;1708625517837;-0.07238288;0.35294133;9.91137
188;1708625518037;-0.0741775;0.3502494;9.91137
189;1708625518236;-0.07238288;0.35353956;9.912268
190;1708625518436;-0.07208378;0.3493521;9.913165
191;1708625518636;-0.07058827;0.35383865;9.913165
192;1708625518837;-0.07058827;0.3505485;9.91167
193;1708625519036;-0.07208378;0.35084763;9.911072
194;1708625519236;-0.06999006;0.35413775;9.9140625
195;1708625519437;-0.07597212;0.35682967;9.91137
196;1708625519636;-0.07148558;0.34965122;9.91167
197;1708625519836;-0.070289165;0.35144582;9.91167
198;1708625520035;-0.07208378;0.35234314;9.912268
199;1708625520235;-0.071186475;0.35294133;9.910174
200;1708625520436;-0.07298109;0.35503507;9.912268
201;1708625520635;-0.06969096;0.35144582;9.908679
202;1708625520836;-0.071186475;0.35234314;9.913165
203;1708625521035;-0.07477571;0.35383865;9.910772
204;1708625521236;-0.07178468;0.35294133;9.912567
205;1708625521435;-0.07148558;0.3505485;9.909875
206;1708625521635;-0.072681986;0.35144582;9.91167
207;1708625521836;-0.07328019;0.3505485;9.913165
208;1708625522035;-0.0735793;0.35204405;9.909875
209;1708625522234;-0.07088737;0.3502494;9.912866
210;1708625522435;-0.07328019;0.35294133;9.912268
211;1708625522633;-0.07238288;0.35234314;9.911072
212;1708625522835;-0.06999006;0.35084763;9.912268
213;1708625523035;-0.07238288;0.35413775;9.911968
214;1708625523235;-0.07088737;0.35413775;9.910174
215;1708625523435;-0.07208378;0.35114673;9.9089775
216;1708625523635;-0.07178468;0.35413775;9.91137
217;1708625523835;-0.07238288;0.35443684;9.91137
218;1708625524034;-0.0741775;0.35623148;9.91167
219;1708625524235;-0.07328019;0.3493521;9.909875
220;1708625524434;-0.071186475;0.3505485;9.911072
221;1708625524633;-0.07148558;0.35084763;9.912866
222;1708625524835;-0.071186475;0.34965122;9.91167
223;1708625525034;-0.07238288;0.35114673;9.909575
224;1708625525232;-0.06969096;0.35114673;9.91167
225;1708625525432;-0.06849455;0.35294133;9.909277
226;1708625525632;-0.069391854;0.35294133;9.913763
227;1708625525833;-0.07088737;0.35383865;9.91167
228;1708625526034;-0.068793654;0.35144582;9.911968
229;1708625526234;-0.068793654;0.35353956;9.911968
230;1708625526434;-0.06729814;0.35234314;9.911968
231;1708625526634;-0.07148558;0.35324043;9.912268
232;1708625526834;-0.07088737;0.35084763;9.912268
233;1708625527033;-0.07298109;0.35204405;9.91167
234;1708625527233;-0.071186475;0.35473597;9.910473
235;1708625527434;-0.07178468;0.3502494;9.914362
236;1708625527635;-0.071186475;0.3502494;9.913465
237;1708625527833;-0.066400826;0.3493521;9.910473
238;1708625528033;-0.072681986;0.349053;9.913763
239;1708625528233;-0.069391854;0.35264224;9.915258
240;1708625528433;-0.072681986;0.35503507;9.913465
241;1708625528633;-0.071186475;0.34965122;9.912866
242;1708625528832;-0.07328019;0.35563326;9.912866
243;1708625529033;-0.07477571;0.35234314;9.912866
244;1708625529233;-0.07148558;0.35204405;9.913465
245;1708625529432;-0.07178468;0.35144582;9.913465
246;1708625529632;-0.07328019;0.35144582;9.91466
247;1708625529831;-0.06909275;0.35593235;9.91496
248;1708625530033;-0.07447661;0.35174492;9.916755
249;1708625530233;-0.06729814;0.35413775;9.9140625
250;1708625530432;-0.07088737;0.3499503;9.913465
251;1708625530631;-0.072681986;0.35084763;9.913763
252;1708625530833;-0.07178468;0.35204405;9.914362
253;1708625531032;-0.07208378;0.34965122;9.912866
254;1708625531232;-0.07178468;0.35144582;9.9140625
255;1708625531432;-0.070289165;0.3502494;9.912567
256;1708625531632;-0.07328019;0.35174492;9.913165
257;1708625531831;-0.07238288;0.35563326;9.91167
258;1708625532032;-0.06819545;0.35084763;9.910772
259;1708625532231;-0.06999006;0.3502494;9.912866
260;1708625532431;-0.07238288;0.35174492;9.915258
261;1708625532631;-0.0741775;0.35204405;9.913165
262;1708625532831;-0.071186475;0.35204405;9.912567
263;1708625533031;-0.07058827;0.35174492;9.909875
264;1708625533231;-0.0735793;0.35234314;9.91137
265;1708625533431;-0.06969096;0.35174492;9.911968
266;1708625533631;-0.0741775;0.35204405;9.911072
267;1708625533831;-0.07148558;0.35413775;9.912268
268;1708625534031;-0.071186475;0.35533416;9.9140625
269;1708625534230;-0.06999006;0.35204405;9.912567
270;1708625534431;-0.07178468;0.35503507;9.9089775
271;1708625534631;-0.069391854;0.35114673;9.910174
272;1708625534831;-0.072681986;0.35204405;9.912866
273;1708625535031;-0.071186475;0.35443684;9.913465
274;1708625535231;-0.06999006;0.35204405;9.909575
275;1708625535430;-0.071186475;0.35294133;9.9140625
276;1708625535630;-0.06909275;0.35114673;9.913165
277;1708625535830;-0.06999006;0.35324043;9.91137
278;1708625536029;-0.0735793;0.3499503;9.912567
279;1708625536230;-0.07148558;0.35324043;9.910772
280;1708625536430;-0.07088737;0.35443684;9.912866
281;1708625536629;-0.07298109;0.3499503;9.913763
282;1708625536830;-0.06909275;0.35084763;9.912268
283;1708625537030;-0.072681986;0.35234314;9.912567
284;1708625537230;-0.069391854;0.35533416;9.909875
285;1708625537431;-0.070289165;0.35234314;9.912866
286;1708625537630;-0.070289165;0.35324043;9.911968
287;1708625537829;-0.066400826;0.35234314;9.911072
288;1708625538029;-0.06999006;0.35234314;9.912567
289;1708625538230;-0.069391854;0.35324043;9.910174
290;1708625538429;-0.071186475;0.35383865;9.913165
291;1708625538630;-0.06849455;0.35204405;9.910174
292;1708625538829;-0.07058827;0.35413775;9.91167
293;1708625539029;-0.06909275;0.35324043;9.910772
294;1708625539229;-0.07328019;0.35264224;9.913465
295;1708625539429;-0.06969096;0.35473597;9.912567
296;1708625539628;-0.06999006;0.35174492;9.912866
297;1708625539829;-0.070289165;0.35383865;9.911072
298;1708625540029;-0.07178468;0.35204405;9.91167
299;1708625540228;-0.070289165;0.35294133;9.912866
300;1708625540429;-0.06759724;0.35443684;9.911968
301;1708625540628;-0.06969096;0.35234314;9.909277
302;1708625540828;-0.07058827;0.35623148;9.91167
303;1708625541029;-0.06819545;0.35204405;9.911968
304;1708625541228;-0.07058827;0.35353956;9.913165
305;1708625541429;-0.06759724;0.35503507;9.910772
306;1708625541628;-0.06849455;0.3505485;9.911968
307;1708625541828;-0.07088737;0.35443684;9.91137
308;1708625542028;-0.070289165;0.35144582;9.911968
309;1708625542228;-0.06969096;0.35204405;9.91137
310;1708625542428;-0.07088737;0.35383865;9.911072
311;1708625542627;-0.072681986;0.35114673;9.910473
312;1708625542828;-0.07148558;0.35234314;9.913165
313;1708625543027;-0.06909275;0.35353956;9.91137
314;1708625543227;-0.07058827;0.35413775;9.910772
315;1708625543428;-0.070289165;0.35234314;9.910473
316;1708625543627;-0.068793654;0.35234314;9.913465
317;1708625543826;-0.069391854;0.35144582;9.909277
318;1708625544028;-0.07148558;0.3499503;9.913465
319;1708625544227;-0.07238288;0.35204405;9.909875
320;1708625544426;-0.075673014;0.35204405;9.913165
321;1708625544632;-0.067896344;0.35413775;9.910473
322;1708625544827;-0.06819545;0.35383865;9.90838
323;1708625545027;-0.06819545;0.3484548;9.909575
324;1708625545227;-0.07058827;0.35264224;9.912567
325;1708625545427;-0.071186475;0.35204405;9.912866
326;1708625545626;-0.06999006;0.35234314;9.910772
327;1708625545826;-0.071186475;0.35593235;9.91167
328;1708625546027;-0.06969096;0.35383865;9.911968
329;1708625546226;-0.070289165;0.35144582;9.91167
330;1708625546426;-0.07058827;0.35473597;9.913763
331;1708625546626;-0.07148558;0.35443684;9.912866
332;1708625546826;-0.07088737;0.35443684;9.915558
333;1708625547026;-0.07088737;0.35353956;9.91137
334;1708625547226;-0.06849455;0.35413775;9.910174
335;1708625547426;-0.07238288;0.35443684;9.91167
336;1708625547625;-0.07148558;0.3499503;9.911072
337;1708625547826;-0.068793654;0.35174492;9.91496
338;1708625548026;-0.07238288;0.35114673;9.911968
339;1708625548226;-0.07148558;0.35383865;9.909875
340;1708625548426;-0.06759724;0.35413775;9.91167
341;1708625548625;-0.07058827;0.35234314;9.9089775
342;1708625548826;-0.07088737;0.35473597;9.909575
343;1708625549026;-0.069391854;0.3487539;9.910473
344;1708625549225;-0.070289165;0.35324043;9.912567
345;1708625549426;-0.071186475;0.35144582;9.912866
346;1708625549625;-0.07178468;0.35294133;9.911072
347;1708625549825;-0.07298109;0.3505485;9.91167
348;1708625550025;-0.07178468;0.35324043;9.912866
349;1708625550225;-0.07298109;0.35503507;9.912268
350;1708625550425;-0.070289165;0.35324043;9.911072
351;1708625550625;-0.06999006;0.35353956;9.912567
352;1708625550826;-0.070289165;0.35264224;9.912866
353;1708625551025;-0.070289165;0.35114673;9.909875
354;1708625551225;-0.06999006;0.35294133;9.912866
355;1708625551425;-0.07088737;0.35234314;9.912866
356;1708625551624;-0.070289165;0.35473597;9.911072
357;1708625551824;-0.07537391;0.35324043;9.910174
358;1708625552024;-0.06969096;0.35443684;9.9089775
359;1708625552224;-0.06819545;0.35174492;9.90838
360;1708625552424;-0.069391854;0.35413775;9.90838
361;1708625552625;-0.07148558;0.35324043;9.912567
362;1708625552824;-0.06969096;0.35174492;9.910174
363;1708625553024;-0.07178468;0.35114673;9.910174
364;1708625553224;-0.07088737;0.35443684;9.90838
365;1708625553422;-0.06819545;0.3493521;9.912866
366;1708625553624;-0.06669993;0.3505485;9.912567
367;1708625553824;-0.069391854;0.35144582;9.910772
368;1708625554023;-0.071186475;0.35353956;9.913465
369;1708625554224;-0.066400826;0.35353956;9.91167
370;1708625554424;-0.06669993;0.35324043;9.909575
371;1708625554623;-0.071186475;0.35443684;9.911968
372;1708625554824;-0.0738784;0.3502494;9.910473
373;1708625555023;-0.07178468;0.35174492;9.912567
374;1708625555222;-0.07088737;0.35144582;9.91167
375;1708625555424;-0.071186475;0.35204405;9.913763
376;1708625555622;-0.06999006;0.3487539;9.909875
377;1708625555822;-0.07178468;0.35234314;9.913763
378;1708625556023;-0.07058827;0.35204405;9.913165
379;1708625556221;-0.07447661;0.35264224;9.91496
380;1708625556423;-0.07328019;0.35264224;9.911072
381;1708625556623;-0.071186475;0.35234314;9.912268
382;1708625556823;-0.07058827;0.35443684;9.911968
383;1708625557023;-0.06909275;0.35413775;9.911072
384;1708625557222;-0.06999006;0.35473597;9.913763
385;1708625557423;-0.070289165;0.35174492;9.91496
386;1708625557622;-0.067896344;0.35144582;9.91496
387;1708625557823;-0.07208378;0.35114673;9.913465
388;1708625558022;-0.06849455;0.3499503;9.915258
389;1708625558222;-0.07238288;0.3502494;9.913763
390;1708625558423;-0.070289165;0.35503507;9.915857
391;1708625558626;-0.0735793;0.35084763;9.917053
392;1708625558822;-0.06909275;0.35473597;9.916455
393;1708625559022;-0.07447661;0.35084763;9.913165
394;1708625559222;-0.07178468;0.35473597;9.915857
395;1708625559422;-0.07298109;0.35084763;9.915258
396;1708625559622;-0.07298109;0.35114673;9.91466
397;1708625559822;-0.0735793;0.35234314;9.915258
398;1708625560021;-0.06849455;0.35264224;9.916455
399;1708625560222;-0.07058827;0.35443684;9.912866
400;1708625560422;-0.07238288;0.349053;9.914362
401;1708625560621;-0.0741775;0.35383865;9.912866
402;1708625560821;-0.07088737;0.3499503;9.913465
403;1708625561021;-0.0738784;0.35144582;9.917053
404;1708625561221;-0.06969096;0.35353956;9.91466
405;1708625561421;-0.07298109;0.35264224;9.913763
406;1708625561621;-0.07208378;0.35353956;9.91466
407;1708625561821;-0.0735793;0.35144582;9.913763
408;1708625562021;-0.07477571;0.35084763;9.913465
409;1708625562221;-0.07328019;0.35174492;9.911072
410;1708625562420;-0.07298109;0.35204405;9.911968
411;1708625562621;-0.07088737;0.35413775;9.914362
412;1708625562820;-0.072681986;0.35204405;9.913763
413;1708625563020;-0.0735793;0.34606197;9.911968
414;1708625563220;-0.070289165;0.35324043;9.91466
415;1708625563421;-0.071186475;0.35174492;9.91496
416;1708625563620;-0.0738784;0.35114673;9.914362
417;1708625563820;-0.0738784;0.35204405;9.91167
418;1708625564020;-0.07088737;0.35204405;9.912866
419;1708625564219;-0.070289165;0.3505485;9.91137
420;1708625564419;-0.070289165;0.35084763;9.913165
421;1708625564621;-0.07148558;0.35114673;9.910473
422;1708625564819;-0.0738784;0.35144582;9.91167
423;1708625565020;-0.07148558;0.3505485;9.912268
424;1708625565219;-0.07447661;0.3502494;9.91167
425;1708625565419;-0.0741775;0.35204405;9.91167
426;1708625565622;-0.07178468;0.35324043;9.909277
427;1708625565819;-0.07447661;0.35383865;9.9140625
428;1708625566019;-0.07298109;0.35563326;9.91167
429;1708625566221;-0.06909275;0.35114673;9.915258
430;1708625566419;-0.071186475;0.35264224;9.912268
431;1708625566619;-0.07148558;0.3505485;9.909575
432;1708625566819;-0.07447661;0.35204405;9.912567
433;1708625567019;-0.07208378;0.35264224;9.913763
434;1708625567219;-0.07507481;0.35264224;9.913165
435;1708625567419;-0.071186475;0.3502494;9.915558
436;1708625567619;-0.0735793;0.3502494;9.915558
437;1708625567819;-0.07238288;0.35144582;9.9140625
438;1708625568019;-0.07148558;0.35144582;9.91137
439;1708625568218;-0.070289165;0.3505485;9.909575
440;1708625568419;-0.070289165;0.35294133;9.910473
441;1708625568617;-0.07058827;0.3481557;9.910473
442;1708625568818;-0.07088737;0.34965122;9.91466
443;1708625569018;-0.07208378;0.35114673;9.91137
444;1708625569218;-0.06819545;0.35234314;9.911968
445;1708625569418;-0.06969096;0.35114673;9.910772
446;1708625569619;-0.06999006;0.35144582;9.912567
447;1708625569818;-0.071186475;0.34965122;9.912567
448;1708625570018;-0.071186475;0.3505485;9.910473
449;1708625570218;-0.06999006;0.3475575;9.912866
450;1708625570418;-0.06909275;0.35084763;9.912866
451;1708625570616;-0.06969096;0.35413775;9.909277
452;1708625570817;-0.0735793;0.349053;9.910772
453;1708625571018;-0.07208378;0.35144582;9.9089775
454;1708625571218;-0.0738784;0.35144582;9.913763
455;1708625571417;-0.07238288;0.34965122;9.910772
456;1708625571617;-0.072681986;0.3493521;9.911072
457;1708625571817;-0.07208378;0.3502494;9.910473
458;1708625572017;-0.071186475;0.35144582;9.912567
459;1708625572217;-0.070289165;0.3487539;9.91167
460;1708625572417;-0.071186475;0.35204405;9.91137
461;1708625572617;-0.06969096;0.35144582;9.911968
462;1708625572817;-0.07058827;0.3499503;9.913763
463;1708625573017;-0.07058827;0.3499503;9.912567
464;1708625573216;-0.06849455;0.35204405;9.912567
465;1708625573417;-0.06999006;0.3502494;9.912268
466;1708625573617;-0.07298109;0.3505485;9.911968
467;1708625573816;-0.07148558;0.34965122;9.913465
468;1708625574017;-0.06999006;0.3505485;9.910772
469;1708625574216;-0.07088737;0.3499503;9.912567
470;1708625574416;-0.0735793;0.3493521;9.912866
471;1708625574616;-0.07148558;0.35174492;9.912866
472;1708625574816;-0.07088737;0.35114673;9.911968
473;1708625575016;-0.06999006;0.3481557;9.914362
474;1708625575216;-0.0738784;0.35084763;9.913763
475;1708625575416;-0.06699903;0.35114673;9.911072
476;1708625575615;-0.07088737;0.34965122;9.913165
477;1708625575816;-0.071186475;0.35114673;9.911072
478;1708625576014;-0.06999006;0.35144582;9.912866
479;1708625576215;-0.07208378;0.35264224;9.912268
480;1708625576414;-0.069391854;0.3499503;9.911072
481;1708625576617;-0.07208378;0.3499503;9.911968
482;1708625576815;-0.0735793;0.35174492;9.911072
483;1708625577015;-0.07178468;0.3484548;9.910473
484;1708625577215;-0.06999006;0.35144582;9.912866
485;1708625577415;-0.07058827;0.35383865;9.910473
486;1708625577616;-0.07088737;0.3481557;9.913465
487;1708625577815;-0.07298109;0.3493521;9.9089775
488;1708625578015;-0.06849455;0.35204405;9.910473
489;1708625578215;-0.07238288;0.35144582;9.912567
490;1708625578414;-0.07058827;0.35144582;9.913465
491;1708625578615;-0.07178468;0.35204405;9.912567
492;1708625578815;-0.07298109;0.3493521;9.91137
493;1708625579014;-0.070289165;0.34965122;9.91167
494;1708625579214;-0.072681986;0.35204405;9.911968
495;1708625579415;-0.0735793;0.3502494;9.912567
496;1708625579615;-0.07058827;0.35174492;9.913165
497;1708625579813;-0.07088737;0.34965122;9.910473
498;1708625580014;-0.07328019;0.35174492;9.910473
499;1708625580214;-0.0741775;0.35084763;9.91167
500;1708625580414;-0.07238288;0.35324043;9.913465
501;1708625580613;-0.06849455;0.3505485;9.911072
502;1708625580815;-0.07597212;0.3487539;9.9140625
503;1708625581014;-0.07088737;0.35204405;9.913165
504;1708625581214;-0.07208378;0.35473597;9.91137
505;1708625581414;-0.0735793;0.3505485;9.911072
506;1708625581614;-0.07298109;0.35563326;9.913465
507;1708625581814;-0.06909275;0.35264224;9.910772
508;1708625582013;-0.07148558;0.35383865;9.912268
509;1708625582214;-0.07058827;0.34666017;9.91466
510;1708625582414;-0.070289165;0.35682967;9.913465
511;1708625582614;-0.06759724;0.3484548;9.909575
512;1708625582813;-0.06909275;0.349053;9.916455
513;1708625583013;-0.06999006;0.34516466;9.905687
514;1708625583213;-0.06460621;0.3475575;9.907782
515;1708625583412;-0.070289165;0.34666017;9.912866
516;1708625583614;-0.06969096;0.3481557;9.909575
517;1708625583813;-0.07088737;0.35084763;9.912866
518;1708625584012;-0.06909275;0.35084763;9.9140625
519;1708625584213;-0.07298109;0.35144582;9.91167
520;1708625584413;-0.07238288;0.35234314;9.912866
521;1708625584614;-0.06999006;0.35563326;9.909575
522;1708625584812;-0.06909275;0.35144582;9.911968
523;1708625585012;-0.07238288;0.35114673;9.913165
524;1708625585212;-0.06999006;0.35294133;9.912567
525;1708625585412;-0.06819545;0.3502494;9.910473
526;1708625585613;-0.07058827;0.35204405;9.911072
527;1708625585812;-0.06849455;0.35264224;9.912268
528;1708625586012;-0.068793654;0.35473597;9.911072
529;1708625586212;-0.07178468;0.35144582;9.910473
530;1708625586412;-0.07088737;0.35174492;9.91137
531;1708625586612;-0.06909275;0.35234314;9.910772
532;1708625586812;-0.06849455;0.3499503;9.91167
533;1708625587011;-0.06849455;0.3505485;9.910473
534;1708625587212;-0.07148558;0.35234314;9.909875
535;1708625587412;-0.07238288;0.35294133;9.90838
536;1708625587610;-0.07178468;0.35294133;9.909875
537;1708625587812;-0.06909275;0.3493521;9.912268
538;1708625588011;-0.070289165;0.3502494;9.912567
539;1708625588211;-0.071186475;0.3505485;9.911072
540;1708625588411;-0.0738784;0.35413775;9.912567
541;1708625588611;-0.06999006;0.35443684;9.906884
542;1708625588810;-0.07178468;0.3505485;9.912567
543;1708625589011;-0.07238288;0.35204405;9.91137
544;1708625589212;-0.06969096;0.35114673;9.91137
545;1708625589411;-0.0738784;0.3493521;9.914362
546;1708625589611;-0.06999006;0.35144582;9.910174
547;1708625589811;-0.06580263;0.35294133;9.90808
548;1708625590011;-0.071186475;0.35324043;9.911072
549;1708625590210;-0.0741775;0.35383865;9.910473
550;1708625590411;-0.07298109;0.35324043;9.913465
551;1708625590610;-0.069391854;0.35473597;9.909277
552;1708625590811;-0.0741775;0.34965122;9.911968
553;1708625591010;-0.07058827;0.35563326;9.913465
554;1708625591210;-0.07058827;0.349053;9.9089775
555;1708625591410;-0.07088737;0.35204405;9.911072
556;1708625591610;-0.07178468;0.3499503;9.912268
557;1708625591810;-0.06999006;0.35294133;9.913763
558;1708625592010;-0.07058827;0.349053;9.911072
559;1708625592210;-0.07088737;0.35682967;9.911968
560;1708625592410;-0.07447661;0.3475575;9.913165
561;1708625592610;-0.07238288;0.35353956;9.912567
562;1708625592810;-0.072681986;0.35114673;9.912567
563;1708625593010;-0.071186475;0.35084763;9.910174
564;1708625593210;-0.06969096;0.3475575;9.912866
565;1708625593409;-0.0738784;0.35084763;9.913465
566;1708625593609;-0.06759724;0.35413775;9.910174
567;1708625593809;-0.07208378;0.35294133;9.910473
568;1708625594009;-0.07238288;0.35144582;9.912268
569;1708625594209;-0.07298109;0.35144582;9.91496
570;1708625594409;-0.06969096;0.35234314;9.910772
571;1708625594609;-0.06669993;0.3502494;9.913165
572;1708625594809;-0.071186475;0.35114673;9.91137
573;1708625595008;-0.07058827;0.35503507;9.910772
574;1708625595208;-0.06849455;0.34965122;9.911072
575;1708625595409;-0.07148558;0.3505485;9.91137
576;1708625595609;-0.072681986;0.35443684;9.910473
577;1708625595809;-0.071186475;0.35294133;9.911968
578;1708625596008;-0.07088737;0.3505485;9.91466
579;1708625596209;-0.07148558;0.35234314;9.908679
580;1708625596408;-0.0735793;0.35294133;9.91167
581;1708625596608;-0.070289165;0.35383865;9.909875
582;1708625596808;-0.07088737;0.35413775;9.912268
583;1708625597008;-0.07477571;0.34965122;9.909277
584;1708625597208;-0.07148558;0.35174492;9.910772
585;1708625597408;-0.067896344;0.35174492;9.911968
586;1708625597607;-0.06849455;0.35084763;9.9140625
587;1708625597808;-0.07088737;0.35264224;9.911968
588;1708625598008;-0.06819545;0.35114673;9.912567
589;1708625598208;-0.07148558;0.35084763;9.912268
590;1708625598407;-0.068793654;0.35294133;9.912866
591;1708625598607;-0.07148558;0.35383865;9.907183
592;1708625598808;-0.072681986;0.35473597;9.911968
593;1708625599007;-0.071186475;0.35144582;9.910772
594;1708625599207;-0.07328019;0.35144582;9.910772
595;1708625599407;-0.07328019;0.349053;9.912866
596;1708625599607;-0.07058827;0.35114673;9.910772
597;1708625599807;-0.07238288;0.3499503;9.911968
598;1708625600007;-0.070289165;0.35114673;9.910174
599;1708625600207;-0.07088737;0.34965122;9.910473
600;1708625600407;-0.070289165;0.35264224;9.913763
601;1708625600607;-0.071186475;0.35114673;9.912567
